Family,Type,Material: Name,Material: Area,Volume,Width,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,43 m²,5.89 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,17 m²,4.65 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Brick, Engineering, Grey,17 m²,4.65 m³,274
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,34 m²,4.65 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,18 m²,4.87 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Brick, Engineering, Grey,18 m²,4.87 m³,274
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,36 m²,4.87 m³,274,,
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Air,6 m²,4.58 m³,712,,
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Rigid insulation,6 m²,4.58 m³,712,,
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Gypsum Wall Board,6 m²,4.58 m³,712,,
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Brick, Engineering, Soldier Course,6 m²,4.58 m³,712
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Brick, Engineering, Grey,6 m²,4.58 m³,712
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Concrete,6 m²,4.58 m³,712,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,20 m²,5.44 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,40 m²,5.44 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,White,20 m²,5.44 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,25 m²,6.89 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,50 m²,6.89 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,White,25 m²,6.89 m³,274,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,17 m²,2.13 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,34 m²,2.13 m³,125,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,24 m²,6.48 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,47 m²,6.48 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,White,24 m²,6.48 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,25 m²,6.89 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,50 m²,6.89 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,White,25 m²,6.89 m³,274,,
Cladding 1,Cladding 1,Default Wall,105 m²,1.85 m³,,,
Cladding 1,Cladding 1,Paint A,14 m²,1.85 m³,,,
Cladding 1,Cladding 1,Paint B,16 m²,1.85 m³,,,
Cladding 1,Cladding 1,Paint C,24 m²,1.85 m³,,,
Cladding 1,Cladding 1,Paint D,10 m²,1.85 m³,,,
Cladding 1,Cladding 1,Paint E,15 m²,1.85 m³,,,
Cladding 1,Cladding 1,Paint F,15 m²,1.85 m³,,,
Cladding 2,Cladding 1,Default Wall,288 m²,5.10 m³,,,
Cladding 2,Cladding 1,Paint A,34 m²,5.10 m³,,,
Cladding 2,Cladding 1,Paint B,45 m²,5.10 m³,,,
Cladding 2,Cladding 1,Paint C,76 m²,5.10 m³,,,
Cladding 2,Cladding 1,Paint D,39 m²,5.10 m³,,,
Cladding 2,Cladding 1,Paint E,34 m²,5.10 m³,,,
Cladding 2,Cladding 1,Paint F,28 m²,5.10 m³,,,
Cladding 3,Cladding 1,Default Wall,385 m²,6.86 m³,,,
Cladding 3,Cladding 1,Paint A,62 m²,6.86 m³,,,
Cladding 3,Cladding 1,Paint B,63 m²,6.86 m³,,,
Cladding 3,Cladding 1,Paint C,86 m²,6.86 m³,,,
Cladding 3,Cladding 1,Paint D,40 m²,6.86 m³,,,
Cladding 3,Cladding 1,Paint E,37 m²,6.86 m³,,,
Cladding 3,Cladding 1,Paint F,57 m²,6.86 m³,,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,27 m²,7.47 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,55 m²,7.47 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,46 m²,12.55 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,92 m²,12.55 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,21 m²,5.76 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,42 m²,5.76 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,55 m²,14.94 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,109 m²,14.94 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,26 m²,7.17 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,52 m²,7.17 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,17 m²,4.69 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,34 m²,4.69 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,336 m²,92.00 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Gypsum Wall Board,336 m²,92.00 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,672 m²,92.00 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,215 m²,58.94 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Gypsum Wall Board,215 m²,58.94 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,430 m²,58.94 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,124 m²,33.84 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,247 m²,33.84 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,207 m²,56.82 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Gypsum Wall Board,207 m²,56.82 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,415 m²,56.82 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,341 m²,93.52 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Gypsum Wall Board,341 m²,93.52 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,683 m²,93.52 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,111 m²,30.43 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Gypsum Wall Board,111 m²,30.43 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,222 m²,30.43 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,805 m²,219.35 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Gypsum Wall Board,3 m²,219.35 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,1602 m²,219.35 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,282 m²,77.16 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Gypsum Wall Board,282 m²,77.16 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,563 m²,77.16 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,802 m²,218.44 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,1595 m²,218.44 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,278 m²,76.25 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Gypsum Wall Board,278 m²,76.25 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,557 m²,76.25 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,1 m²,0.38 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,3 m²,0.38 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,2 m²,0.43 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,3 m²,0.43 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,53 m²,14.45 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,105 m²,14.45 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,4 m²,0.97 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,7 m²,0.97 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,73 m²,20.08 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,147 m²,20.08 m³,274,,
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Air,27 m²,19.10 m³,712,,
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Rigid insulation,27 m²,19.10 m³,712,,
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Gypsum Wall Board,27 m²,19.10 m³,712,,
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Brick, Engineering, Grey,27 m²,19.10 m³,712
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Concrete,27 m²,19.10 m³,712,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,124 m²,33.98 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,248 m²,33.98 m³,274,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,58 m²,7.26 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,116 m²,7.26 m³,125,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,116 m²,31.88 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,233 m²,31.88 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,16 m²,4.40 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,32 m²,4.40 m³,274,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,60 m²,7.55 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,121 m²,7.55 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,30 m²,3.72 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,59 m²,3.72 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,30 m²,3.71 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,59 m²,3.71 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,49 m²,6.11 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,98 m²,6.11 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,63 m²,7.91 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,127 m²,7.91 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,37 m²,4.59 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,73 m²,4.59 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,22 m²,2.70 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,43 m²,2.70 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,41 m²,5.09 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,81 m²,5.09 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,28 m²,3.49 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,56 m²,3.49 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,26 m²,3.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,52 m²,3.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,44 m²,5.50 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,88 m²,5.50 m³,125,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,65 m²,17.88 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,131 m²,17.88 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,20 m²,5.44 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Brick, Engineering, Grey,20 m²,5.44 m³,274
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,40 m²,5.44 m³,274,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,7 m²,0.91 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,15 m²,0.91 m³,125,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,477 m²,129.98 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Gypsum Wall Board,3 m²,129.98 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,949 m²,129.98 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,282 m²,77.16 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Gypsum Wall Board,282 m²,77.16 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,563 m²,77.16 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,474 m²,129.08 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,942 m²,129.08 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,278 m²,76.25 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Gypsum Wall Board,278 m²,76.25 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,557 m²,76.25 m³,274,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,9 m²,1.16 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,19 m²,1.16 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,16 m²,2.01 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,32 m²,2.01 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,11 m²,1.33 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,21 m²,1.33 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,18 m²,2.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,36 m²,2.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,10 m²,1.30 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,21 m²,1.30 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,5 m²,0.68 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,11 m²,0.68 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,6 m²,0.69 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,11 m²,0.69 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,6 m²,0.76 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,12 m²,0.76 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,5 m²,0.59 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,9 m²,0.59 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,5 m²,0.65 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,10 m²,0.65 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,9 m²,1.16 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,19 m²,1.16 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,15 m²,1.82 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,29 m²,1.82 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,11 m²,1.33 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,21 m²,1.33 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,17 m²,2.11 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,34 m²,2.11 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,10 m²,1.30 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,21 m²,1.30 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,2 m²,0.29 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,5 m²,0.29 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,2 m²,0.22 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,4 m²,0.22 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,8 m²,1.02 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,16 m²,1.02 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,6 m²,0.76 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,12 m²,0.76 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,7 m²,0.84 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,13 m²,0.84 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,19 m²,2.43 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,39 m²,2.43 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,16 m²,2.06 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,33 m²,2.06 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,8 m²,1.06 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,17 m²,1.06 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,8 m²,1.06 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,17 m²,1.06 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,5 m²,0.62 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,10 m²,0.62 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.12 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,2 m²,0.12 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,5 m²,0.62 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,10 m²,0.62 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.18 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,3 m²,0.18 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,5 m²,0.62 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,10 m²,0.62 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.13 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,2 m²,0.13 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,5 m²,0.62 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,10 m²,0.62 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.18 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,3 m²,0.18 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,2 m²,0.24 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,4 m²,0.24 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,2 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,4 m²,0.25 m³,125,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,3 m²,0.78 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,6 m²,0.78 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,3 m²,0.92 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,7 m²,0.92 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,8 m²,2.18 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,16 m²,2.18 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,2 m²,0.56 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,4 m²,0.56 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,17 m²,4.67 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,34 m²,4.67 m³,274,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,2 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,4 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,2 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,4 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.06 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.06 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,2 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,4 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,2 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,4 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,2 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,4 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,2 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,4 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,2 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,4 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,2 m²,0.25 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,4 m²,0.25 m³,125,,
